player,player_id,pos,team,conference,archetype,cluster,pts_per_g,ast_per_g,treb_per_g,blk_per_g,stl_per_g,ts_pct,bpm,usg_pct,readiness_score,n_seasons,height_in,weight_lbs,trend_bpm,trend_pts_per_g,Atlanta Dream_fit,Atlanta Dream_total,Chicago Sky_fit,Chicago Sky_total,Connecticut Sun_fit,Connecticut Sun_total,Dallas Wings_fit,Dallas Wings_total,Indiana Fever_fit,Indiana Fever_total,Las Vegas Aces_fit,Las Vegas Aces_total,Los Angeles Sparks_fit,Los Angeles Sparks_total,Minnesota Lynx_fit,Minnesota Lynx_total,New York Liberty_fit,New York Liberty_total,Phoenix Mercury_fit,Phoenix Mercury_total,Seattle Storm_fit,Seattle Storm_total,Washington Mystics_fit,Washington Mystics_total
Faith Paramore,faith-paramore-1,"pos    F
pos    F
Name: 13839, dtype: object",Oral Roberts,Summit League,,,3.0,0.7,2.4,0.1999999999999999,0.0999999999999999,0.391,-5.1,17.7,54.61,1,72.0,,0.0,0.0,-0.6158,0.0135,-0.5321,0.0221,-0.0225,0.1643,-0.4225,0.1029,-0.2029,-0.1165,-0.0722,-0.0359,-0.4605,-0.0595,-0.0041,0.2789,0.0,0.4834,-0.1191,0.1362,-0.0857,0.0317,-0.1159,0.3132
Lili Booker,lili-booker-1,"pos    G
pos    G
Name: 16911, dtype: object",Longwood,Big South Conference,,,4.430482850388892,1.0519051781493058,1.0633362470451404,0.1,0.7442844655520827,0.459657067933125,-6.15952589074653,23.584758574805555,49.09,2,66.0,,0.4999999999999959,-1.5999999999999848,-0.2429,-0.1092,-0.232,-0.125,-0.0261,-0.2928,-0.3821,-0.268,-0.0127,0.0385,-0.0128,-0.0159,-0.1585,-0.1108,-0.0063,-0.2358,0.0,0.0762,-0.1382,-0.3266,-0.0508,-0.1916,-0.3039,-0.3703
Kayla Richardson,kayla-richardson-1,"pos    F
pos    F
Name: 19068, dtype: object",Monmouth,Coastal Athletic Association,,,3.213813449662176,0.7,1.5879448408421908,0.1724152464044411,0.1362076232022205,0.5309300898371132,2.063750231068987,20.448304928088824,50.09,2,71.0,,2.950000000000008,-1.4000000000000037,0.134,0.2522,0.0927,0.2303,-0.0048,0.0815,-0.4735,-0.2766,-0.1575,-0.3158,-0.0606,-0.2859,-0.1501,-0.027,-0.0057,-0.1299,0.0,0.1499,-0.1374,-0.2506,0.0379,0.3495,-0.1804,-0.115
Taylor Charles,taylor-charles-1,"pos    F
pos    F
Name: 13845, dtype: object",Princeton,Ivy League,,,2.186597803185658,0.7054981693213818,3.0597934095569745,1.1487970709142108,0.7298967047784871,0.4737388860484511,6.208590480471186,12.6,33.69,2,74.0,,2.600000000000637,0.6000000000001466,0.034,-1.0341,0.0299,-1.0341,0.0176,-0.8109,1.1625,-0.0129,0.2236,-0.399,0.0462,-0.7276,0.5422,-0.4207,0.0061,-0.7583,0.0,-1.06,0.1478,-0.6294,0.0187,-0.9617,0.0788,-0.9443
Alexis Wooden,alexis-wooden-1,"pos    F
pos    F
Name: 13849, dtype: object",Hampton,Big South Conference,,,2.0,0.3,1.8,0.2,0.4,0.531,-5.8,9.5,50.01,1,73.0,,0.0,0.0,-0.2052,-0.0126,-0.2155,-0.0428,-0.0112,-0.0142,-0.3823,-0.2004,-0.1412,-0.2735,-0.0687,-0.3501,-0.3308,-0.246,-0.0061,-0.1562,0.0,0.144,-0.16,-0.3224,-0.0053,0.1161,-0.3206,-0.327
Keyanna Warthen,keyanna-warthen-1,"pos    G
pos    G
Name: 13850, dtype: object",Southern Methodist,American Athletic Conference,,,3.0,0.8,3.1000000000000005,0.3,0.5,0.459,3.3999999999999995,15.099999999999998,42.81,1,70.0,,0.0,0.0,-0.0069,-0.3925,-0.0344,-0.417,0.0025,-0.3519,0.105,-0.2926,-0.0114,-0.4209,-0.0022,-0.403,0.0032,-0.3834,0.0013,-0.3205,0.0,-0.3872,0.0143,-0.3456,0.0039,-0.3664,-0.0001,-0.3874
Amany Lopez,amany-lopez-1,"pos    G
pos    G
Name: 13851, dtype: object",Rider,Metro Atlantic Athletic Conference,,,2.791619980727503,0.9678371345975014,1.2972066602425012,0.1293695256449996,0.5412609487100006,0.330685551986325,-9.553152371775,21.411891423065,47.62,2,68.0,,-1.0000000000002436,2.1000000000005143,-0.9839,-0.7832,-0.8521,-0.771,-0.0518,-0.7659,-0.4952,-0.4784,-0.0955,-0.3146,-0.0396,-0.3167,-0.4836,-0.6024,-0.0085,-0.4505,0.0,-0.0323,-0.1548,-0.4834,-0.1676,-0.9156,-0.3362,-0.5262
Paloma Iradier,paloma-iradier-1,"pos    F
pos    F
Name: 13852, dtype: object",Maryland-Baltimore County,America East Conference,,,2.89867429033421,0.3877878864534737,2.103628801293579,0.3719469716133684,0.1719469716133684,0.5249371977937485,-2.461060567732632,13.327704700682842,45.15,2,75.0,,1.999999999998152,2.4999999999976907,0.1583,-0.0937,0.0917,-0.1351,0.0057,-0.134,-0.289,-0.4749,-0.172,-0.7231,-0.0789,-0.7819,-0.1668,-0.4112,-0.0015,-0.2887,0.0,-0.2145,-0.1359,-0.6107,0.0411,0.0023,-0.1571,-0.4453
Mylee Graham,mylee-graham-1,"pos    F
pos    F
Name: 13854, dtype: object",Utah Tech,Western Athletic Conference,,,2.1,0.5,3.0,0.2,0.7,0.449,-4.0,10.9,51.66,1,72.0,,0.0,0.0,-0.5064,-0.1207,-0.4412,-0.1167,-0.0099,0.1251,-0.0546,0.2166,-0.0331,0.168,-0.0041,0.2361,-0.3123,-0.1024,-0.0032,0.1054,0.0,0.2658,-0.0223,0.2008,-0.0438,0.0351,-0.1123,0.1007
Kayla Preston,kayla-preston-1,"pos    F
pos    F
Name: 13856, dtype: object",Valparaiso,Missouri Valley Conference,,,3.2858418870611152,0.2126077768548955,1.7020125032800708,0.2696920063322069,0.5564168437225336,0.4623151643318814,-5.964497981807175,17.65816200889091,52.45,3,72.0,,2.600000000000171,1.450000000000204,-0.3626,0.0474,-0.3321,0.0362,-0.0219,0.0146,-0.2937,0.0595,-0.0908,0.0556,-0.0536,-0.0616,-0.237,0.0446,-0.0063,0.0145,0.0,0.324,-0.1563,-0.1313,-0.0569,0.0244,-0.2682,-0.07
Madi Gerwitz,madi-gerwitz-1,"pos    G
pos    G
Name: 13858, dtype: object",New Mexico State,Conference USA,,,3.3,0.6,2.0,0.5,0.9,0.475,1.7,15.6,38.72,1,71.0,,0.0,0.0,-0.0987,-0.7643,-0.0926,-0.7693,-0.0037,-0.7416,0.308,-0.4115,0.0976,-0.4003,0.0124,-0.5995,0.1341,-0.5308,-0.0012,-0.7498,0.0,-0.6889,-0.0102,-0.7187,-0.0113,-0.7487,-0.1355,-0.888
Anna Johnson,anna-johnson-1,"pos    G
pos    G
Name: 17107, dtype: object",Santa Clara,West Coast Conference,,,2.676032798311348,0.5568507363977231,1.9,0.0486298527204553,0.2972597054409108,0.5059730120825443,1.320531457786412,13.776032798311348,51.53,2,70.0,,5.7999999999977,-1.8999999999992463,-0.1894,0.1116,-0.1818,0.0986,-0.0084,0.1378,-0.3463,-0.0557,-0.1257,-0.1153,-0.0461,-0.0752,-0.2723,-0.0649,-0.0065,-0.0666,0.0,0.2562,-0.11,-0.0644,0.0034,0.2742,-0.173,0.002
Brianna Hill,brianna-hill-1,"pos    G
pos    G
Name: 13861, dtype: object",Southeast Missouri State,Ohio Valley Conference,,,2.3,0.7,2.5,0.3,0.3,0.458,-6.5,11.400000000000002,57.87,1,71.0,,0.0,0.0,-0.4517,0.3792,-0.4025,0.3749,-0.0171,0.4824,-0.4176,0.3478,-0.1637,0.2399,-0.0579,0.3078,-0.4396,0.2056,-0.0036,0.546,0.0,0.7239,-0.1176,0.3813,-0.0541,0.4388,-0.2107,0.4144
Miriley Simon,miriley-simon-1,"pos    F
pos    F
Name: 19458, dtype: object",North Dakota State,Summit League,,,3.89769298594331,0.6554871524079466,2.6364294589735544,0.2078432319901304,0.2078432319901304,0.5012874718407363,1.1493975058489176,20.813656790572693,44.2,3,73.0,,1.100000000000271,-1.7500000000004543,0.2097,-0.1246,0.1592,-0.1466,0.0158,-0.0613,-0.1474,-0.4174,-0.1281,-0.6634,-0.0293,-0.4955,-0.0844,-0.3841,0.0011,-0.2316,0.0,-0.2846,-0.0213,-0.3468,0.0558,0.0094,0.1152,-0.1154
Kennedy Younkin,kennedy-younkin-1,"pos    F
pos    F
Name: 13865, dtype: object",East Tennessee State,Southern Conference,,,1.707619363472465,0.0999999999999999,2.883266389048451,0.3472110648414084,0.2868027662103521,0.3799836017255401,-5.718775104106831,11.858366805475775,49.47,2,74.0,,0.9000000000002216,0.7000000000001713,-0.7265,-0.4502,-0.6354,-0.4467,-0.0224,-0.2131,-0.1631,-0.0427,-0.1374,-0.3021,-0.057,-0.3056,-0.4154,-0.3855,-0.0025,-0.0176,0.0,0.1042,-0.0884,-0.1533,-0.1067,-0.4582,-0.1359,-0.0954
Kylie Waytashek,kylie-waytashek-1,"pos    F
pos    F
Name: 13866, dtype: object",Valparaiso,Missouri Valley Conference,,,2.5726383560073285,0.1999999999999999,1.499891324008957,0.2545059360032572,0.1363735159991856,0.4042008858784283,-9.59033607204723,19.463626484000816,50.57,2,74.0,,-5.800000000001417,0.9000000000002204,-0.5691,-0.249,-0.5038,-0.2514,-0.0284,-0.2165,-0.5898,-0.346,-0.2312,-0.4982,-0.1043,-0.5646,-0.4904,-0.3929,-0.0062,-0.1187,0.0,0.1853,-0.2215,-0.4601,-0.0917,-0.2977,-0.2802,-0.2264
Micah Cooper,micah-cooper-2,"pos    G
pos    G
Name: 13873, dtype: object",Bradley,Missouri Valley Conference,,,2.9074729170334797,0.922989166813392,1.838505416593304,0.2229891668133918,0.2,0.4163793500088034,-4.184483750220087,17.2,44.7,2,71.0,,-0.300000000000073,0.5000000000001221,-0.4713,-0.6074,-0.4332,-0.6233,-0.0244,-0.5938,-0.4103,-0.6174,-0.1589,-0.7175,-0.068,-0.7368,-0.3572,-0.6689,-0.0064,-0.5614,0.0,-0.2477,-0.1391,-0.653,-0.0614,-0.5714,-0.2282,-0.583
Emma Capps,emma-capps-1,"pos    F
pos    F
Name: 17751, dtype: object",Gardner-Webb,Big South Conference,,,2.889174128906258,0.4059449419270838,1.7826971805989609,0.2589174128906257,0.1529724709635419,0.4182590779322919,-4.888110116145832,16.308072967447934,49.06,2,73.0,,-0.3999999999998412,-2.9999999999988116,-0.4992,-0.307,-0.4398,-0.3073,-0.0232,-0.2541,-0.5282,-0.4019,-0.2305,-0.6074,-0.0955,-0.6131,-0.4471,-0.4532,-0.0053,-0.1893,0.0,0.0739,-0.1837,-0.4615,-0.0752,-0.3222,-0.2047,-0.2267
Antoaneta Alexe,antoaneta-alexe-1,"pos    G
pos    G
Name: 16563, dtype: object",Long Island University,Northeast Conference,,,1.533419539849084,0.1555268200503052,1.1778927197987792,0.0555268200503051,0.2110536401006103,0.3261079502055335,-11.011829498742369,14.02210728020122,49.8,2,71.0,,2.4999999999990092,-0.2999999999998812,-1.0937,-0.7061,-0.9659,-0.7089,-0.0543,-0.6406,-0.7812,-0.5752,-0.2489,-0.6072,-0.1071,-0.6413,-0.7427,-0.7472,-0.0099,-0.3622,0.0,0.1285,-0.2567,-0.6195,-0.1799,-0.8197,-0.4216,-0.4908
Miraya Perkins,miraya-perkins-1,"pos    F
pos    F
Name: 13879, dtype: object",UT Arlington,Western Athletic Conference,,,4.03810911009663,0.3341523146404282,2.0249814196248326,0.0542198464226914,0.3341523146404282,0.5885036833407247,-2.789068268864672,16.403113824590825,50.99,3,71.0,,3.8000000000005976,1.4000000000001829,0.2363,0.3967,0.17,0.3637,0.0036,0.267,-0.5502,-0.2793,-0.1854,-0.3318,-0.0717,-0.299,-0.2354,-0.0612,-0.0041,0.0118,0.0,0.2163,-0.1652,-0.265,0.0526,0.4936,-0.1799,-0.048
Emma Nolan,emma-nolan-1,"pos    F
pos    F
Name: 14257, dtype: object",Loyola (IL),Atlantic 10 Conference,,,4.475684057501601,0.6060268015247695,2.818850691786303,0.3844429694323674,0.7060268015247694,0.4969088758738482,-0.0384011766277384,22.3900543579587,53.15,3,73.0,,0.3499999999999664,1.2500000000002829,0.0042,0.3789,0.0112,0.3854,0.0055,0.4532,0.2219,0.5756,0.0465,0.5132,0.0201,0.5201,0.1079,0.5029,-0.0001,0.3694,0.0,0.3757,0.0271,0.4547,0.0132,0.4454,0.0483,0.4466
Carissa Dunham,carissa-dunham-1,"pos    G
pos    G
Name: 13882, dtype: object",Mount St. Mary's,Metro Atlantic Athletic Conference,,,2.4,0.8,0.9,0.0,0.4,0.408,-7.4,14.6,54.85,1,67.0,,0.0,0.0,-0.7861,-0.0988,-0.7028,-0.1082,-0.0461,-0.1512,-0.6971,-0.1269,-0.1661,0.0101,-0.0794,-0.0701,-0.556,-0.1545,-0.0131,-0.1463,0.0,0.5011,-0.2255,-0.1562,-0.1054,-0.0542,-0.4761,-0.1983
Reiven Douglas,reiven-douglas-1,"pos    G
pos    G
Name: 13977, dtype: object",North Carolina A&T,Coastal Athletic Association,,,1.6892325724537125,0.9313726663035669,1.3115729413609936,0.0548724728527996,0.4291761629279773,0.3131010991021644,-6.848658224589176,14.462465577083613,58.37,4,67.0,,1.0600000000000147,-0.0200000000000251,-1.2391,-0.1848,-1.0758,-0.1718,-0.0589,-0.073,-0.4495,0.3559,-0.1005,0.4636,-0.0509,0.395,-0.584,0.0723,-0.0109,0.2243,0.0,0.7608,-0.1614,0.2905,-0.1916,-0.2491,-0.4094,0.1594
Robin Gallagher,robin-gallagher-1,"pos    G-F
pos    G-F
Name: 13885, dtype: object",Yale,Ivy League,,,2.0,0.7,1.6,0.1,0.5,0.4319999999999999,-2.8,12.5,59.11,1,70.0,,0.0,0.0,-0.6105,0.3495,-0.5508,0.3379,-0.0292,0.4017,-0.1769,0.6561,-0.0394,0.6988,-0.0355,0.5603,-0.2981,0.464,-0.0071,0.465,0.0,0.8154,-0.1052,0.5088,-0.0805,0.391,-0.326,0.3364
Grace Kirk,grace-kirk-1,"pos    G
pos    G
Name: 18856, dtype: object",Brown,Ivy League,,,2.9859614426968872,0.931965726841678,0.815982863420839,0.1,0.5779700109864683,0.4018963584769283,-9.506261332832205,25.840599780270633,40.45,2,65.0,,-3.0500000000000074,-0.4500000000000013,-0.6704,-1.0729,-0.5903,-1.073,-0.0445,-1.1917,-0.6479,-1.145,-0.1164,-0.9055,-0.0468,-0.8978,-0.4171,-1.0531,-0.0114,-1.1226,0.0,-0.5613,-0.1903,-1.1158,-0.1057,-1.1181,-0.3644,-1.0967
Lia Anderson,lia-anderson-1,"pos    F
pos    F
Name: 13888, dtype: object",Georgia Southern,Sun Belt Conference,,,2.9,0.4,3.3,0.6,0.3,0.532,0.5,13.1,46.83,1,73.0,,0.0,0.0,0.3817,0.2007,0.2839,0.1555,0.0203,0.1963,0.1245,0.0215,-0.0695,-0.296,-0.0357,-0.3473,0.0892,0.0146,0.0039,0.102,0.0,-0.0906,-0.0233,-0.1585,0.0673,0.2641,0.0032,-0.0859
Nya Bostic,nya-bostic-1,"pos    G
pos    G
Name: 18006, dtype: object",Florida A&M,Southwest Athletic Conference,,,1.203922200493984,0.2039222004939841,1.555883300740976,0.0,0.2480388997530078,0.391245056967891,-9.836272298271052,11.281361491355277,54.85,2,67.0,,-0.6999999999994653,-0.1999999999998469,-0.7725,-0.0884,-0.7081,-0.1127,-0.0364,-0.0138,-0.7205,-0.1479,-0.2303,-0.1796,-0.0861,-0.118,-0.6736,-0.2931,-0.0086,0.077,0.0,0.5011,-0.2113,-0.1147,-0.1075,-0.0652,-0.3527,-0.017
Lyriq Mastin,lyriq-mastin-1,"pos    G
pos    G
Name: 13894, dtype: object",Tennessee Tech,Ohio Valley Conference,,,2.7,1.0,0.8000000000000002,0.0,0.7,0.419,-7.6,15.099999999999998,45.7,1,66.0,,0.0,0.0,-0.7576,-0.7521,-0.6824,-0.7656,-0.0461,-0.8265,-0.4882,-0.6137,-0.0551,-0.3368,-0.039,-0.4544,-0.4149,-0.6631,-0.0129,-0.8098,0.0,-0.174,-0.1805,-0.7001,-0.1031,-0.7173,-0.4886,-0.8918
Diamond Richardson,diamond-richardson-2,"pos    G
pos    G
Name: 19140, dtype: object",Cal Poly,Big West Conference,,,3.012425066579997,0.6129421163032367,1.7086370159722055,0.0,0.4443158264550884,0.4549698373471515,-3.5661072576515833,19.947073972882848,52.44,3,69.0,,-1.149999999999385,-1.3999999999995838,-0.372,0.0394,-0.339,0.0294,-0.0231,-0.0043,-0.451,-0.083,-0.1026,0.02,-0.0334,0.0833,-0.3174,-0.0509,-0.0063,0.0111,0.0,0.3233,-0.1248,-0.0403,-0.0548,0.0343,-0.2117,0.0123
Ndate Ndiaye,ndate-ndiaye-1,"pos    G
pos    G
Name: 13899, dtype: object",Florida International,Conference USA,,,2.6525379707221863,0.4,1.644307411841249,0.0,0.5573845686402081,0.4105953523617436,-6.371924362394275,16.049154009759274,43.96,2,70.0,,5.5000000000013465,2.1000000000005143,-0.6372,-0.7886,-0.5711,-0.7975,-0.032,-0.7556,-0.4322,-0.6917,-0.1041,-0.61,-0.046,-0.6328,-0.4188,-0.7962,-0.0084,-0.7193,0.0,-0.3023,-0.1514,-0.7436,-0.0896,-0.7745,-0.2997,-0.7426
Rayne Wright,rayne-wright-1,"pos    G
pos    G
Name: 13905, dtype: object",Richmond,Atlantic 10 Conference,,,3.4,0.9,1.4,0.1,0.6,0.543,1.4,16.3,48.83,1,72.0,,0.0,0.0,0.2913,0.2793,0.2018,0.232,-0.0015,0.0362,-0.1849,-0.1096,0.0015,0.0615,-0.0212,-0.0957,0.039,0.103,-0.0018,-0.0304,0.0,0.057,-0.1135,-0.2738,0.0358,0.2456,-0.2763,-0.349
Yuliyana Valcheva,yuliyana-valcheva-1,"pos    F
pos    F
Name: 13907, dtype: object",Incarnate Word,Southland Conference,,,3.458331331794305,0.1566674672822778,3.1850012009234168,0.2283337336411388,0.3283337336411389,0.3892498198614875,-7.246708298678443,20.946684280210107,48.16,2,72.0,,-10.40000000000292,-0.50000000000014,-0.4783,-0.3575,-0.4115,-0.3492,-0.0166,-0.2269,-0.4029,-0.3554,-0.1868,-0.5447,-0.0518,-0.3646,-0.4086,-0.4742,-0.0004,-0.0129,0.0,0.0075,-0.0898,-0.2541,-0.089,-0.4614,0.0042,0.0137
Justice Zimmerman,justice-zimmerman-1,"pos    F
pos    F
Name: 13908, dtype: object",Western Carolina,Southern Conference,,,2.1,0.1999999999999999,2.5,0.0999999999999999,0.3,0.421,-10.1,13.3,49.22,1,70.0,,0.0,0.0,-0.5608,-0.3422,-0.5131,-0.3591,-0.0217,-0.2216,-0.5513,-0.4109,-0.2093,-0.5329,-0.0723,-0.4342,-0.5555,-0.5692,-0.005,-0.1627,0.0,0.0857,-0.1517,-0.3564,-0.0723,-0.2954,-0.2157,-0.2312
Channah Gannon,channah-gannon-1,"pos    F
pos    F
Name: 13910, dtype: object",Southern Indiana,Ohio Valley Conference,,,6.5,0.8,3.8,0.3,0.8,0.483,1.2,28.0,55.09,1,76.0,,0.0,0.0,0.0251,0.538,0.0551,0.5666,0.0103,0.6644,0.3127,0.8005,0.0626,0.7039,0.0422,0.8223,0.1765,0.7269,0.003,0.6667,0.0,0.5188,0.0889,0.7779,0.0032,0.5354,0.244,0.8772
Nyagoa Gony,nyagoa-gony-1,"pos    F
pos    F
Name: 13919, dtype: object",UC Irvine,Big West Conference,,,2.6,0.3,4.3,1.6,0.5,0.4549999999999999,3.1999999999999997,14.1,45.49,1,74.0,,0.0,0.0,0.2636,0.0117,0.2348,0.0141,0.0323,0.2682,1.3834,1.0567,0.1803,0.3436,0.0242,-0.0152,0.6858,0.6191,0.0152,0.5609,0.0,-0.1895,0.175,0.3204,0.0188,-0.0905,0.2426,0.167
Jayda Bowen,jayda-bowen-1,"pos    G
pos    G
Name: 17611, dtype: object",Alcorn State,Southwest Athletic Conference,,,1.08518881765349,0.9819735337704814,1.0367155092123046,0.0,0.4367155092123045,0.2562049241193958,-11.298405894321808,15.405593763867545,58.68,3,67.0,,-3.6214285714290817,-0.5714285714286437,-1.7436,-0.5469,-1.4917,-0.5095,-0.076,-0.2915,-0.545,0.2928,-0.1146,0.4449,-0.0449,0.4609,-0.8033,-0.1634,-0.0147,0.0596,0.0,0.7837,-0.1599,0.3176,-0.2535,-0.5521,-0.4468,0.1273
Bella Samz,bella-samz-1,"pos    G
pos    G
Name: 20069, dtype: object",Youngstown State,Horizon League,,,1.292847731271653,0.956758149027522,0.8234910523189247,0.0,0.3976159104238843,0.3799972121835565,-8.952378732468256,12.380480230276206,61.48,3,69.0,,1.200000000000376,0.1500000000001434,-0.9797,0.2426,-0.8608,0.244,-0.0497,0.2868,-0.599,0.4507,-0.1208,0.6332,-0.0593,0.5641,-0.6097,0.2714,-0.0107,0.463,0.0,0.9903,-0.1981,0.4128,-0.1399,0.2532,-0.5005,0.2549
Kalaya Buggs,kalaya-buggs-1,"pos    G
pos    G
Name: 13922, dtype: object",Coastal Carolina,Sun Belt Conference,,,2.4,1.7999999999999998,1.7000000000000002,0.0,0.7,0.4620000000000001,-5.0,12.7,44.18,1,67.0,,0.0,0.0,-0.4739,-0.6477,-0.443,-0.6702,-0.0214,-0.5886,-0.2187,-0.4832,-0.0004,-0.2874,0.0038,-0.2585,-0.2982,-0.6376,-0.009,-0.7322,0.0,-0.2861,-0.0516,-0.4365,-0.0226,-0.4053,-0.3062,-0.736
Aniya' Foy,aniya-foy-1,"pos    G
pos    G
Name: 13923, dtype: object",Kansas State,Big 12 Conference,,,4.3,0.3,2.1,0.3,0.7,0.457,3.2,20.3,24.95,1,71.0,,0.0,0.0,-0.2125,-1.8671,-0.1838,-1.8642,-0.0121,-1.8764,0.1263,-1.5911,0.0296,-1.6174,-0.0123,-1.7934,0.0585,-1.6359,-0.0038,-1.8947,0.0,-1.7049,-0.0535,-1.8608,-0.0378,-1.904,-0.1037,-1.8573
Zhordan Shannon,zhordan-shannon-1,"pos    G
pos    G
Name: 13926, dtype: object",Alabama A&M,Southwest Athletic Conference,,,3.7,0.7,2.2,0.1,0.5,0.439,-4.1,19.2,59.54,1,70.0,,0.0,0.0,-0.2319,0.6702,-0.2263,0.6509,-0.0174,0.6012,-0.3642,0.5191,-0.087,0.5898,-0.028,0.6455,-0.24,0.5642,-0.0025,0.7233,0.0,0.8471,-0.0996,0.5569,-0.0489,0.5892,-0.1634,0.6071
Cymone Goodrich,cymone-goodrich-1,"pos    G
pos    G
Name: 13928, dtype: object",Kansas State,Big 12 Conference,,,2.5,1.7,1.6,0.0,0.3,0.434,0.1,16.9,42.93,1,70.0,,0.0,0.0,-0.5275,-0.7809,-0.4832,-0.7973,-0.029,-0.7888,-0.3169,-0.6638,-0.0671,-0.5766,-0.0275,-0.576,-0.2985,-0.7303,-0.0084,-0.7932,0.0,-0.3783,-0.0856,-0.6278,-0.0566,-0.6766,-0.2679,-0.772
Aarionna Redman,aarionna-redman-1,"pos    G-F
pos    G-F
Name: 15698, dtype: object",Marshall,Sun Belt Conference,,,2.2230112356256444,0.7375080592880457,1.4219122649281413,0.1840384822636596,0.6565507408139298,0.4329789201129681,-4.014902831285472,15.636783868213104,54.53,4,70.0,,0.1457142857141023,0.0971428571428204,-0.5647,0.0466,-0.501,0.0431,-0.029,0.0667,-0.153,0.3397,-0.003,0.4686,-0.0185,0.3447,-0.2302,0.2061,-0.0075,0.1065,0.0,0.4775,-0.1076,0.164,-0.0764,0.0749,-0.3247,0.0004
Morgan Cheli,morgan-cheli-1,"pos    G
pos    G
Name: 13932, dtype: object",Connecticut,Big East Conference,,,2.5,1.3,2.4,0.0,0.4,0.473,5.8,12.6,54.34,1,74.0,,0.0,0.0,-0.2035,0.3082,-0.205,0.2857,-0.0081,0.3488,-0.031,0.4355,-0.0191,0.4071,-0.0118,0.3786,-0.1126,0.3308,-0.0057,0.1837,0.0,0.4635,-0.0249,0.3909,0.0052,0.4907,-0.149,0.2446
Audrey Hopkins,audrey-hopkins-1,"pos    G
pos    G
Name: 13934, dtype: object",Missouri State,Conference USA,,,2.0,0.6,2.1,0.1,0.4,0.457,1.2,10.4,42.79,1,71.0,,0.0,0.0,-0.3876,-0.6845,-0.3578,-0.6988,-0.017,-0.6289,-0.2004,-0.5692,-0.0801,-0.6254,-0.0448,-0.7105,-0.268,-0.7046,-0.0063,-0.6999,0.0,-0.3887,-0.1001,-0.6803,-0.0347,-0.5716,-0.2527,-0.7599
Arielle-Vadrelle Belinga,arielle-vadrelle-belinga-1,"pos    F-C
pos    F-C
Name: 13935, dtype: object",Coppin State,Mid-Eastern Athletic Conference,,,2.505581998850548,0.2477453623465178,2.4282969562194214,0.159847703968502,0.1757089188865889,0.458129802580754,-7.077899645331741,16.436576476729755,54.1,4,72.0,,0.2799999999998914,0.5099999999999026,-0.1781,0.3099,-0.1936,0.2779,-0.0083,0.3286,-0.4875,0.0067,-0.2119,-0.1805,-0.0766,-0.1049,-0.3789,-0.001,-0.0026,0.3181,0.0,0.4458,-0.1446,0.0245,-0.0204,0.3381,-0.1452,0.2324
Dara Capaldi,dara-capaldi-1,"pos    G
pos    G
Name: 15084, dtype: object",Eastern Michigan,Mid-American Conference,,,2.5921164011367384,0.5415767197726522,1.6584232802273478,0.1415767197726522,0.2584232802273477,0.4953660314932786,-7.782074076817131,14.82257143386161,41.43,2,69.0,,-1.3999999999989283,-0.4999999999996177,-0.2119,-0.6507,-0.2196,-0.6794,-0.0157,-0.7116,-0.6201,-1.0476,-0.2019,-1.0858,-0.0821,-1.0796,-0.4128,-0.9757,-0.0073,-0.8513,0.0,-0.489,-0.1949,-1.057,-0.011,-0.547,-0.3118,-0.9471
Andreana Wrister,andreana-wrister-1,"pos    G
pos    G
Name: 13939, dtype: object",Georgia Southern,Sun Belt Conference,,,4.1,0.7,1.4,0.1,0.4,0.436,-6.1,18.0,39.54,1,68.0,,0.0,0.0,-0.5566,-1.0532,-0.4952,-1.0578,-0.0343,-1.1143,-0.6431,-1.2078,-0.1862,-1.179,-0.0847,-1.2374,-0.4439,-1.1519,-0.0118,-1.2117,0.0,-0.6284,-0.2134,-1.2505,-0.0712,-1.0038,-0.3389,-1.1264
Haley Stoklosa,haley-stoklosa-1,"pos    F
pos    F
Name: 19117, dtype: object",Bellarmine,Atlantic Sun Conference,,,2.1460052452723684,0.3314550222974881,1.2572751114874403,0.3629100445949761,0.3314550222974881,0.4601921925035281,-6.105634933107536,11.706097823313575,43.77,2,71.0,,-0.5999999999997621,-2.1999999999991284,-0.4394,-0.6517,-0.4092,-0.6711,-0.0263,-0.6887,-0.3641,-0.6444,-0.1332,-0.7103,-0.078,-0.8769,-0.3232,-0.6974,-0.0062,-0.623,0.0,-0.3164,-0.1912,-0.8734,-0.068,-0.6747,-0.376,-0.8687
Kendal George,kendal-george-1,"pos    G
pos    G
Name: 14848, dtype: object",Southern Illinois-Edwardsville,Ohio Valley Conference,,,2.6469302185059047,0.2530697814940951,1.4285115295413335,0.0530697814940951,0.2469302185059048,0.5087409404906895,-3.620185681153525,12.653069781494091,38.62,2,69.0,,2.5999999999999748,-0.0999999999999988,-0.2271,-0.8697,-0.2242,-0.8907,-0.0171,-0.9384,-0.6613,-1.292,-0.2179,-1.3406,-0.0986,-1.4053,-0.4246,-1.1969,-0.0104,-1.2124,0.0,-0.6963,-0.2282,-1.3615,-0.0028,-0.711,-0.3574,-1.2213
