player,player_href,season_year,pos,g,mpg,pts_per_g,ast_per_g,trb_per_g,blk_per_g,stl_per_g,three_rate,inside_score,fta_per_g,fg3_pct,treb_pct,oreb_pct,blk_per_g,usg_pct,ast_pct,tov_per_g,pos_encoded,cluster,archetype,pca1,pca2
Breanna Stewart,/wnba/players/s/stewabr01w.html,2020,F,20,30.4,19.7,3.6,8.3,1.3,1.7,0.3243,2.401,5.2,0.368,0.158,0.040999999999999995,1.3,0.289,0.205,2.6,0.5,0,Post Scorer,2.8624682469421265,2.717853172239757
Kiah Stokes,/wnba/players/s/stokeki01w.html,2020,C,22,27.3,5.7,1.2,6.7,1.2,0.5,0.629,0.8344,0.3,0.235,0.135,0.051,1.2,0.124,0.08199999999999999,1.3,1.0,2,Stretch Big,0.49229373852823866,-2.541571570007623
Shekinna Stricklen,/wnba/players/s/stricsh01w.html,2020,F,22,21.9,6.1,0.6,1.9,0.0,0.3,0.7143,0.2154,0.4,0.333,0.05,0.009000000000000001,0.0,0.142,0.043,0.7,0.5,1,3-and-D Wing,-2.7311758275565015,-1.9403097510842704
Carolyn Swords,/wnba/players/s/swordca01w.html,2020,C,22,17.5,2.9,0.9,4.6,0.0,0.2,0.0,0.46,1.0,,0.151,0.10400000000000001,0.0,0.08900000000000001,0.069,0.8,1.0,2,Stretch Big,1.046613947770194,-3.5988828667078887
Brittney Sykes,/wnba/players/s/sykesbr01w.html,2020,G,21,24.6,10.1,2.1,2.6,0.3,1.5,0.3239,1.5228,3.0,0.327,0.064,0.038,0.3,0.18899999999999997,0.133,1.7,0.0,3,Floor General,-0.5652650071265473,0.7668657445036674
Diana Taurasi,/wnba/players/t/tauradi01w.html,2020,G,19,28.1,18.7,4.5,4.2,0.4,1.0,0.7097,0.927,5.9,0.365,0.085,0.004,0.4,0.275,0.28300000000000003,2.3,0.0,3,Floor General,-0.8693596537396836,3.6286043924113653
Alyssa Thomas,/wnba/players/t/thomaal01w.html,2020,F,21,32.8,15.5,4.8,9.0,0.3,2.0,0.0,2.9116,5.6,0.0,0.162,0.063,0.3,0.222,0.261,2.5,0.5,4,Interior Big,3.191829750640973,2.070263641838453
Jasmine Thomas,/wnba/players/t/thomaja01w.html,2020,G,19,25.5,10.2,4.0,1.7,0.3,1.3,0.3333,1.276,1.2,0.333,0.04,0.009000000000000001,0.3,0.221,0.27,2.4,0.0,3,Floor General,-1.506616207776881,1.9616323226442751
Kayla Thornton,/wnba/players/t/thornka01w.html,2020,F,22,25.3,7.3,0.8,5.1,0.2,0.9,0.5789,0.6981,1.5,0.347,0.11900000000000001,0.063,0.2,0.133,0.048,1.1,0.5,1,3-and-D Wing,-0.6534422202035852,-1.942397532199475
Brianna Turner,/wnba/players/t/turnebr01w.html,2020,F-C,22,27.9,7.2,1.8,9.0,2.0,1.1,0.0,1.752,1.9,0.0,0.18600000000000003,0.111,2.0,0.11900000000000001,0.099,1.4,0.75,4,Interior Big,4.031009038929026,-2.5582035564456
Courtney Vandersloot,/wnba/players/v/vandeco01w.html,2020,G,22,31.5,13.6,10.0,3.5,0.4,1.2,0.3535,1.897,2.9,0.395,0.068,0.02,0.4,0.193,0.46299999999999997,2.5,0.0,3,Floor General,-0.9477054362259096,3.3458032077647446
Kia Vaughn,/wnba/players/v/vaughki01w.html,2020,C,22,18.9,6.1,1.5,3.6,0.3,0.5,0.0172,1.3888,0.9,0.0,0.111,0.069,0.3,0.182,0.136,1.5,1.0,4,Interior Big,1.5909428601770776,-1.6489339367122016
Megan Walker,/wnba/players/w/walkeme01w.html,2020,F,18,11.4,3.3,0.3,1.5,0.0,0.2,0.5581,0.5973,0.3,0.14,0.07200000000000001,0.057999999999999996,0.0,0.187,0.06,0.4,0.5,1,3-and-D Wing,-1.2901222658183154,-2.2277863834900735
Shatori Walker-Kimbrough,/wnba/players/w/walkesh01w.html,2020,G,21,19.0,7.3,1.5,1.6,0.4,1.1,0.4,0.6405,1.2,0.431,0.049,0.018000000000000002,0.4,0.17600000000000002,0.13,1.0,0.0,3,Floor General,-1.9752193495588015,-0.29161351002241254
Sami Whitcomb,/wnba/players/w/whitcsa01w.html,2020,G,22,16.5,8.1,2.0,2.3,0.1,0.7,0.5937,0.7504,1.0,0.381,0.08,0.013999999999999999,0.1,0.212,0.19399999999999998,1.0,0.0,3,Floor General,-2.2235532129176456,0.2756743894135364
Sydney Wiese,/wnba/players/w/wiesesy01w.html,2020,G,19,19.1,6.8,1.2,1.7,0.1,0.6,0.5714,0.66,0.6,0.472,0.055999999999999994,0.017,0.1,0.152,0.091,1.2,0.0,3,Floor General,-2.606846460964256,-0.6492799629583325
Courtney Williams,/wnba/players/w/willico01w.html,2020,G,20,30.8,14.6,3.2,7.2,0.1,0.7,0.1104,2.9106,1.2,0.235,0.135,0.068,0.1,0.264,0.183,2.7,0.0,0,Post Scorer,1.3985097861768567,1.6829973449877653
Elizabeth Williams,/wnba/players/w/williel01w.html,2020,C-F,22,29.4,10.1,1.4,5.7,1.4,0.8,0.0,1.956,3.0,,0.11199999999999999,0.086,1.4,0.157,0.075,1.1,0.75,0,Post Scorer,2.6671547621925464,-1.3596608768805436
Gabby Williams,/wnba/players/w/williga01w.html,2020,F,22,24.8,7.7,2.0,4.0,0.2,1.3,0.4444,1.1214,1.1,0.286,0.098,0.047,0.2,0.168,0.113,1.7,0.5,1,3-and-D Wing,-0.462939528063884,-0.7752529065251705
Riquna Williams,/wnba/players/w/williri02w.html,2020,G,21,21.1,10.5,1.5,1.8,0.3,1.1,0.5506,0.8136,0.9,0.422,0.053,0.008,0.3,0.22,0.114,0.9,0.0,3,Floor General,-2.202591216261534,0.008746458499513648
Jocelyn Willoughby,/wnba/players/w/willojo01w.html,2020,F-G,22,17.4,5.8,0.9,2.4,0.3,0.7,0.34,0.3663,1.9,0.405,0.076,0.043,0.3,0.183,0.102,1.5,0.25,1,3-and-D Wing,-0.9449570361475468,-0.45230211236946993
A'ja Wilson,/wnba/players/w/wilsoa01w.html,2020,C,22,31.7,20.5,2.0,8.5,2.0,1.2,0.0,3.6,6.9,,0.154,0.059000000000000004,2.0,0.282,0.111,1.6,1.0,0,Post Scorer,5.437098991357511,1.6613791453555034
Jackie Young,/wnba/players/y/youngja01w.html,2020,G,22,25.8,11.0,3.0,4.3,0.1,0.7,0.0698,2.0951,2.8,0.231,0.095,0.038,0.1,0.19399999999999998,0.18,1.6,0.0,3,Floor General,0.23386931186496218,0.8548823603723188
Amanda Zahui B.,/wnba/players/z/zahuiam01w.html,2020,C,21,25.3,9.0,1.9,8.5,1.2,0.9,0.5455,0.5535,1.7,0.34,0.184,0.031,1.2,0.21,0.153,2.6,1.0,2,Stretch Big,1.4162595896650185,-0.19757727402797348
Essence Carson,/wnba/players/c/carsoes01w.html,2020,G,21,13.9,3.7,0.6,1.7,0.1,0.4,0.4468,0.2943,0.5,0.273,0.07200000000000001,0.027999999999999997,0.1,0.18600000000000003,0.065,0.8,0.0,3,Floor General,-2.0019120446933374,-1.264666508623482
Jacki Gemelos,/wnba/players/g/gemelja01w.html,2020,G,18,12.3,2.7,0.8,1.1,0.1,0.3,0.6129,0.2856,0.2,0.257,0.052000000000000005,0.016,0.1,0.145,0.10400000000000001,0.7,0.0,3,Floor General,-2.901782643439825,-1.3864507081815929
Shey Peddy,/wnba/players/p/peddysh01w.html,2020,G,17,15.1,3.8,1.8,2.1,0.1,1.1,0.5405,0.4653,1.3,0.118,0.08,0.042,0.1,0.155,0.174,0.9,0.0,3,Floor General,-1.8343469257861633,-0.8809174366983886
Natalie Achonwa,/wnba/players/a/achonna01w.html,2021,F,21,12.0,3.7,1.2,2.1,0.2,0.6,0.0,0.5196,1.3,0.0,0.106,0.057999999999999996,0.2,0.155,0.15,0.6,0.5,4,Interior Big,0.25876432142497063,-2.0687182773448343
Bella Alarie,/wnba/players/a/alaribe01w.html,2021,C-F,31,13.1,2.6,0.5,3.3,0.6,0.6,0.0476,0.516,0.6,0.0,0.145,0.115,0.6,0.099,0.06,0.6,0.75,4,Interior Big,1.538708032478003,-3.9984905854592894
Lindsay Allen,/wnba/players/a/allenli01w.html,2021,G,32,17.8,5.4,3.0,1.5,0.1,0.5,0.3125,0.7776,1.2,0.298,0.05,0.018000000000000002,0.1,0.156,0.282,1.0,0.0,3,Floor General,-2.1747164559405903,0.2365047947290728
Rebecca Allen,/wnba/players/a/allenre01w.html,2021,F-G,25,24.6,9.2,1.1,3.7,1.2,1.6,0.5814,0.289,1.5,0.381,0.086,0.037000000000000005,1.2,0.18600000000000003,0.078,0.8,0.25,2,Stretch Big,-0.8054607832311822,-1.167166898535554
Ariel Atkins,/wnba/players/a/atkinar01w.html,2021,G,30,30.6,16.2,2.6,2.8,0.5,1.6,0.4621,1.4336,3.9,0.359,0.052000000000000005,0.04,0.5,0.25,0.162,2.0,0.0,3,Floor General,-0.38424376876567634,1.9612888617180515
Rachel Banham,/wnba/players/b/banhara01w.html,2021,G,27,12.6,5.0,1.6,1.2,0.1,0.3,0.5833,0.3834,0.3,0.373,0.057999999999999996,0.011000000000000001,0.1,0.21,0.21100000000000002,0.9,0.0,3,Floor General,-2.7705478567758255,0.06212189235475311
Monique Billings,/wnba/players/b/billimo01w.html,2021,F,31,23.9,8.1,1.0,6.5,1.0,1.2,0.0154,1.6,2.5,0.0,0.15,0.122,1.0,0.166,0.069,1.4,0.5,4,Interior Big,3.0023061025450937,-1.860485009561493
Sue Bird,/wnba/players/b/birdsu01w.html,2021,G,30,27.7,10.0,5.3,2.6,0.1,0.9,0.6463,0.5889,0.8,0.419,0.054000000000000006,0.011000000000000001,0.1,0.168,0.304,1.6,0.0,3,Floor General,-2.943743907000847,0.9290029803394475
DeWanna Bonner,/wnba/players/b/bonnede01w.html,2021,G-F,32,31.9,15.2,3.5,6.4,0.7,1.3,0.3413,1.5696,4.3,0.317,0.126,0.027000000000000003,0.7,0.24100000000000002,0.191,2.2,0.25,5,Combo Guard,0.9268189114659924,1.856725152569169
Crystal Bradford,/wnba/players/b/bradfcr01w.html,2021,F,24,18.3,8.8,1.5,3.8,0.4,1.2,0.425,1.0604,1.6,0.358,0.115,0.07200000000000001,0.4,0.23199999999999998,0.14300000000000002,1.0,0.5,2,Stretch Big,0.22330911294838884,-0.5885761977512426
Jessica Breland,/wnba/players/b/brelaje01w.html,2021,F,26,20.9,5.8,2.0,6.3,1.5,0.6,0.087,0.9072,0.7,0.313,0.177,0.078,1.5,0.19399999999999998,0.166,1.8,0.5,2,Stretch Big,2.1605946298542116,-1.0393176475459964
Liz Cambage,/wnba/players/c/cambael01w.html,2021,C,25,23.8,14.2,1.3,8.2,1.6,0.9,0.0583,2.9862,4.0,0.357,0.19,0.077,1.6,0.257,0.095,1.8,1.0,0,Post Scorer,4.696315987677178,0.2957716262390135
Jordin Canada,/wnba/players/c/canadjo01w.html,2021,G,29,18.7,5.8,3.0,2.3,0.1,0.7,0.1,0.7344,2.2,0.214,0.07,0.035,0.1,0.172,0.247,1.1,0.0,3,Floor General,-1.0329591995203156,0.19014250812310368
Bridget Carleton,/wnba/players/c/carlebr01w.html,2021,F,32,19.3,4.8,1.5,2.3,0.2,0.8,0.5349,0.3996,0.6,0.365,0.07200000000000001,0.046,0.2,0.127,0.113,0.8,0.5,1,3-and-D Wing,-1.692662807456746,-1.896482991660493
Chennedy Carter,/wnba/players/c/cartech01w.html,2021,G,11,25.5,14.2,3.3,1.3,0.4,0.7,0.0667,2.592,3.6,0.111,0.027999999999999997,0.018000000000000002,0.4,0.272,0.23600000000000002,2.1,0.0,3,Floor General,0.43124444619199287,2.794474397043075
Kaila Charles,/wnba/players/c/charlka01w.html,2021,G-F,30,16.3,4.3,1.1,2.8,0.4,0.5,0.25,0.507,0.8,0.303,0.109,0.087,0.4,0.16,0.109,0.9,0.25,1,3-and-D Wing,-0.18080661910718449,-1.846191341046766
Tina Charles,/wnba/players/c/charlti01w.html,2021,C,27,33.3,23.4,2.1,9.6,0.9,0.9,0.2602,3.346,4.7,0.365,0.16399999999999998,0.08800000000000001,0.9,0.32299999999999995,0.14300000000000002,2.2,1.0,0,Post Scorer,4.18736984086175,1.8233906865476421
Natasha Cloud,/wnba/players/c/cloudna01w.html,2021,G,27,31.6,8.7,6.4,3.6,0.1,1.4,0.4545,0.974,2.0,0.274,0.066,0.013999999999999999,0.1,0.154,0.33399999999999996,2.2,0.0,3,Floor General,-1.9060737134910393,1.5585149336506523
Nia Coffey,/wnba/players/c/coffeni01w.html,2021,F,32,25.2,8.3,0.9,3.8,1.2,0.8,0.5507,0.5538,1.1,0.417,0.09,0.026000000000000002,1.2,0.16399999999999998,0.063,1.4,0.5,2,Stretch Big,-0.5153564239370635,-1.1783840262194083
Charli Collier,/wnba/players/c/collich01w.html,2021,C,28,12.3,3.4,0.2,3.6,0.2,0.1,0.0,0.651,0.8,,0.171,0.10099999999999999,0.2,0.141,0.027999999999999997,0.5,1.0,2,Stretch Big,1.602413641991554,-3.6172812664815734
Napheesa Collier,/wnba/players/c/collina01w.html,2021,F,29,34.6,16.2,3.2,6.6,1.3,1.3,0.2117,2.597,3.9,0.253,0.114,0.061,1.3,0.233,0.156,2.3,0.5,0,Post Scorer,2.623313211202211,1.34136544247788
Te'a Cooper,/wnba/players/c/coopete01w.html,2021,G,31,22.0,9.1,1.4,1.7,0.2,0.9,0.2892,0.9624,2.7,0.324,0.047,0.006999999999999999,0.2,0.24100000000000002,0.122,1.8,0.0,3,Floor General,-1.1313715734478218,1.2519353353861105
Kahleah Copper,/wnba/players/c/coppeka01w.html,2021,G-F,32,30.8,14.4,1.8,4.2,0.3,0.8,0.2288,2.3138,3.4,0.306,0.077,0.044000000000000004,0.3,0.21899999999999997,0.09699999999999999,1.9,0.25,5,Combo Guard,0.6831409772177938,0.9952629206583438
Sophie Cunningham,/wnba/players/c/cunniso01w.html,2021,G,30,17.5,5.6,1.1,2.0,0.2,0.5,0.5778,0.4266,0.9,0.41,0.065,0.021,0.2,0.14400000000000002,0.099,0.5,0.0,3,Floor General,-2.5800527917280034,-1.2617279650243616
Crystal Dangerfield,/wnba/players/d/dangecr01w.html,2021,G,31,20.1,7.7,2.8,2.0,0.1,0.7,0.3472,0.7676,1.4,0.359,0.059000000000000004,0.016,0.1,0.20800000000000002,0.22699999999999998,1.4,0.0,3,Floor General,-1.832494612069748,0.7739429012025685
Damiris Dantas,/wnba/players/d/dantada01w.html,2021,C-F,24,23.8,7.7,2.3,4.0,0.3,0.4,0.589,0.5694,1.0,0.333,0.10099999999999999,0.032,0.3,0.182,0.149,1.8,0.75,1,3-and-D Wing,-0.7939249737629654,-0.6260303751799973
Diamond DeShields,/wnba/players/d/deshidi01w.html,2021,G,32,26.9,11.3,2.3,3.5,0.4,1.2,0.2551,1.3175,3.5,0.3,0.075,0.018000000000000002,0.4,0.21899999999999997,0.142,1.9,0.0,3,Floor General,-0.30229793709942987,1.337789366079932
Skylar Diggins,/wnba/players/d/diggisk01w.html,2021,G,32,32.5,17.7,5.3,3.2,0.8,1.1,0.3415,1.968,6.2,0.37,0.055,0.02,0.8,0.25,0.287,2.6,0.0,3,Floor General,0.4543654009304203,3.9194870820483323
Stefanie Dolson,/wnba/players/d/dolsost01w.html,2021,C,24,20.0,7.5,1.3,3.5,0.8,0.3,0.3279,1.155,0.8,0.404,0.1,0.039,0.8,0.171,0.102,1.3,1.0,2,Stretch Big,0.46295032423480204,-1.452370801020129
Sylvia Fowles,/wnba/players/f/fowlesy01w.html,2021,C,31,30.1,16.0,1.4,10.1,1.8,1.8,0.0,4.288,3.4,,0.2,0.086,1.8,0.21600000000000003,0.087,2.3,1.0,0,Post Scorer,5.561561953774967,0.31600547432218
Allisha Gray,/wnba/players/g/grayal01w.html,2021,G,25,27.8,11.9,1.7,5.2,0.8,1.0,0.3402,1.425,2.6,0.366,0.10800000000000001,0.053,0.8,0.195,0.10400000000000001,1.4,0.0,3,Floor General,0.2368304317206118,0.06796295317371624
Chelsea Gray,/wnba/players/g/graych01w.html,2021,G,32,28.9,11.1,5.9,2.9,0.3,1.2,0.2157,1.805,1.1,0.38,0.055,0.019,0.3,0.205,0.31,2.8,0.0,3,Floor General,-0.9302761742252795,2.32674533902278
Reshanda Gray,/wnba/players/g/grayre01w.html,2021,F,15,14.0,5.9,0.3,3.5,0.3,0.3,0.1395,1.2222,1.7,0.222,0.145,0.073,0.3,0.20800000000000002,0.044000000000000004,1.4,0.5,2,Stretch Big,1.301598192996388,-1.2951561212341216
Brittney Griner,/wnba/players/g/grinebr01w.html,2021,C,30,32.8,20.5,2.7,9.5,1.9,0.4,0.0208,4.6818,4.5,0.444,0.16399999999999998,0.087,1.9,0.262,0.16899999999999998,2.2,1.0,0,Post Scorer,5.575046727842335,1.7488695869078144
Arella Guirantes,/wnba/players/g/guiraar01w.html,2021,G,25,11.6,3.2,0.6,1.3,0.2,0.3,0.2895,0.2352,1.0,0.222,0.068,0.024,0.2,0.191,0.08900000000000001,0.5,0.0,3,Floor General,-1.6826486238907177,-1.2282136155572618
Dearica Hamby,/wnba/players/h/hambyde01w.html,2021,F,29,24.5,11.6,1.7,6.7,0.1,1.1,0.15,2.4559,3.9,0.25,0.15,0.055,0.1,0.203,0.10800000000000001,1.5,0.5,5,Combo Guard,1.7616532465910897,0.2186944474660081
Isabelle Harrison,/wnba/players/h/harriis01w.html,2021,F,28,23.8,10.9,1.1,5.9,0.7,1.1,0.0,2.484,2.1,0.0,0.14400000000000002,0.07400000000000001,0.7,0.20600000000000002,0.086,1.5,0.5,4,Interior Big,2.6361173841216363,-0.8038856133995379
Tyasha Harris,/wnba/players/h/harrity01w.html,2021,G,32,16.3,4.4,2.7,1.6,0.3,0.4,0.4,0.2997,0.9,0.339,0.057,0.019,0.3,0.16,0.253,1.0,0.0,3,Floor General,-2.3263910465988045,-0.09695568344805029
Tianna Hawkins,/wnba/players/h/hawkiti01w.html,2021,F,28,15.5,4.9,0.6,3.1,0.5,0.4,0.5333,0.6804,0.8,0.242,0.11199999999999999,0.033,0.5,0.171,0.061,1.1,0.5,2,Stretch Big,-0.6362584483625254,-1.6351519922012252
Tiffany Hayes,/wnba/players/h/hayesti01w.html,2021,G,21,28.3,14.7,3.0,3.2,0.2,1.6,0.3509,1.547,3.6,0.405,0.063,0.024,0.2,0.225,0.182,1.5,0.0,3,Floor General,-0.7906923727623115,1.5779905808725543
Ruthy Hebard,/wnba/players/h/hebarru01w.html,2021,F,30,16.8,5.8,0.8,4.4,0.7,0.7,0.0217,1.2888,1.1,0.0,0.15,0.09699999999999999,0.7,0.151,0.07400000000000001,0.6,0.5,4,Interior Big,1.8462724132411783,-2.7848750752114535
Natisha Hiedeman,/wnba/players/h/hiedena01w.html,2021,G,32,20.1,7.6,1.9,1.9,0.2,0.8,0.6557,0.3224,1.6,0.398,0.059000000000000004,0.013999999999999999,0.2,0.177,0.155,0.9,0.0,3,Floor General,-2.6268100864095194,-0.16868923225424529
Myisha Hines-Allen,/wnba/players/h/hinesmy01w.html,2021,F,18,25.7,12.9,2.5,7.0,0.6,1.3,0.1933,1.8354,3.1,0.317,0.156,0.075,0.6,0.265,0.19,1.8,0.5,0,Post Scorer,2.0773227526235662,0.8576115840511787
Natasha Howard,/wnba/players/h/howarna01w.html,2021,F,13,27.5,16.2,1.7,7.2,0.5,1.3,0.2074,3.1088,2.4,0.333,0.151,0.09300000000000001,0.5,0.303,0.134,3.8,0.5,0,Post Scorer,3.1571987144646076,2.3489856493276755
Sabrina Ionescu,/wnba/players/i/ionessa01w.html,2021,G,30,30.0,11.7,6.1,5.7,0.5,0.6,0.5556,0.894,2.6,0.325,0.109,0.027999999999999997,0.5,0.21600000000000003,0.35200000000000004,3.2,0.0,3,Floor General,-0.7555809486270673,2.7990629564272114
Briann January,/wnba/players/j/januabr01w.html,2021,G,29,30.2,7.0,3.1,1.4,0.1,0.9,0.4138,0.687,1.3,0.38,0.03,0.013000000000000001,0.1,0.124,0.158,1.8,0.0,3,Floor General,-2.4629708349005863,0.05094574157517071
Moriah Jefferson,/wnba/players/j/jeffemo01w.html,2021,G,29,17.2,5.4,2.5,2.0,0.2,0.8,0.3333,0.6645,0.2,0.46,0.067,0.027000000000000003,0.2,0.168,0.239,1.4,0.0,3,Floor General,-2.067054228098607,0.10237430091867779
Brionna Jones,/wnba/players/j/jonesbr01w.html,2021,F,32,30.6,14.7,1.8,7.3,0.5,1.4,0.0094,3.5136,3.2,0.0,0.15,0.133,0.5,0.215,0.109,2.2,0.5,4,Interior Big,3.946637850556016,0.06158102103671293
Jazmine Jones,/wnba/players/j/jonesja02w.html,2021,G,27,16.6,5.9,1.1,2.4,0.4,0.5,0.3091,0.4459,1.7,0.383,0.085,0.032,0.4,0.214,0.11800000000000001,1.6,0.0,3,Floor General,-0.9710993693747422,0.15310059228453013
Jonquel Jones,/wnba/players/j/jonesjo01w.html,2021,C,27,31.7,19.4,2.8,11.2,1.3,1.3,0.3116,3.2704,4.5,0.362,0.223,0.10099999999999999,1.3,0.272,0.17600000000000002,2.9,1.0,0,Post Scorer,4.945163841816964,1.611443940678717
Betnijah Laney-Hamilton,/wnba/players/l/laneybe01w.html,2021,G-F,32,33.4,16.8,5.2,4.1,0.1,0.7,0.2411,2.6288,3.8,0.312,0.071,0.03,0.1,0.264,0.304,3.7,0.25,5,Combo Guard,0.7257337375189059,4.033504790561241
Jantel Lavender,/wnba/players/l/lavenja01w.html,2021,F,27,20.0,6.4,1.5,3.9,0.1,0.0,0.1,1.1583,0.7,0.2,0.115,0.098,0.1,0.19399999999999998,0.134,1.4,0.5,2,Stretch Big,0.8289846747780604,-1.3317208867058783
Jewell Loyd,/wnba/players/l/loydje01w.html,2021,G,31,31.0,17.9,3.8,4.0,0.2,1.5,0.3784,1.8368,3.8,0.376,0.075,0.03,0.2,0.278,0.217,2.3,0.0,3,Floor General,-0.15625303997401535,2.7985134612106215
Marina Mabrey,/wnba/players/m/mabrema01w.html,2021,G,32,24.2,13.3,2.9,3.9,0.3,1.0,0.4754,1.383,1.6,0.342,0.09300000000000001,0.033,0.3,0.276,0.226,2.1,0.0,3,Floor General,-0.6760195448088466,1.8383444112450822
Ezi Magbegor,/wnba/players/m/magbeez01w.html,2021,F-C,30,15.2,6.7,0.8,3.9,0.9,0.6,0.0566,1.2575,1.3,0.556,0.147,0.12,0.9,0.205,0.09,0.9,0.75,2,Stretch Big,2.164928225556902,-1.786397549815232
Kayla McBride,/wnba/players/m/mcbrika01w.html,2021,G,32,31.6,13.7,2.3,3.6,0.2,0.8,0.4854,1.261,3.1,0.379,0.068,0.01,0.2,0.183,0.115,1.1,0.0,3,Floor General,-1.4725709825376434,0.45188737127595535
Erica McCall,/wnba/players/m/mccaler01w.html,2021,F,23,15.5,4.1,0.6,4.3,0.4,0.3,0.0,0.8112,1.4,0.0,0.159,0.1,0.4,0.13699999999999998,0.061,0.9,0.5,4,Interior Big,1.6470357579783266,-2.8841039219142424
Teaira McCowan,/wnba/players/m/mccowte01w.html,2021,C,32,26.5,11.3,1.1,9.6,1.6,0.6,0.0,2.3091,4.1,,0.215,0.147,1.6,0.19399999999999998,0.073,1.7,1.0,0,Post Scorer,5.343865871047922,-1.258357129468215
Aari McDonald,/wnba/players/m/mcdonaa01w.html,2021,G,30,16.4,6.3,2.0,1.6,0.2,0.8,0.6034,0.2744,1.7,0.308,0.055,0.019,0.2,0.207,0.185,1.2,0.0,3,Floor General,-2.2942637196329785,0.3405808018047541
Kelsey Mitchell,/wnba/players/m/mitchke01w.html,2021,G,32,33.1,17.8,2.5,2.6,0.2,1.1,0.4221,2.2088,2.7,0.335,0.047,0.023,0.2,0.251,0.14800000000000002,2.0,0.0,3,Floor General,-0.6474088025822617,1.9322190192679467
Leilani Mitchell,/wnba/players/m/mitchle01w.html,2021,G,31,23.4,6.4,2.5,2.0,0.1,0.5,0.7895,0.184,0.7,0.357,0.048,0.016,0.1,0.139,0.172,1.1,0.0,3,Floor General,-3.3430486224225557,-0.5480106080587825
Tiffany Mitchell,/wnba/players/m/mitchti01w.html,2021,G,28,27.3,12.0,2.0,2.9,0.0,0.6,0.1868,1.5606,4.5,0.255,0.062,0.037000000000000005,0.0,0.212,0.128,1.9,0.0,3,Floor General,-0.08850118346330535,1.4312354045036337
Astou Ndour-Fall,/wnba/players/n/ndouras01w.html,2021,C-F,20,17.1,6.6,0.4,4.8,0.8,0.4,0.2931,0.8797,1.7,0.235,0.159,0.109,0.8,0.193,0.037000000000000005,0.9,0.75,2,Stretch Big,1.9128775812463388,-2.396751660889922
Kia Nurse,/wnba/players/n/nurseki01w.html,2021,G,32,26.1,9.5,1.8,3.5,0.1,0.5,0.6118,0.4416,1.9,0.353,0.077,0.02,0.1,0.193,0.109,1.5,0.0,3,Floor General,-1.9886307115579036,0.09144873379072573
Leaonna Odom,/wnba/players/o/odomle01w.html,2021,F,18,12.1,3.1,0.4,1.2,0.3,0.3,0.36,0.5139,0.7,0.294,0.055999999999999994,0.06,0.3,0.126,0.061,0.6,0.5,1,3-and-D Wing,-1.12318468112413,-2.41302173393106
Arike Ogunbowale,/wnba/players/o/ogunbar01w.html,2021,G,32,31.3,18.7,3.3,3.2,0.0,1.1,0.411,1.4356,4.4,0.376,0.059000000000000004,0.026000000000000002,0.0,0.28800000000000003,0.193,2.1,0.0,3,Floor General,-0.5898398391252944,2.7757893374241545
Nneka Ogwumike,/wnba/players/o/ogwumnn01w.html,2021,F,18,31.7,14.5,2.7,6.5,0.3,1.4,0.1491,3.024,2.2,0.367,0.12300000000000001,0.052000000000000005,0.3,0.215,0.17600000000000002,2.2,0.5,5,Combo Guard,1.5361495828294005,1.0780823532070931
Michaela Onyenwere,/wnba/players/o/onyenmi01w.html,2021,F,32,22.2,8.6,0.6,2.9,0.3,0.4,0.493,0.8058,2.1,0.327,0.076,0.035,0.3,0.185,0.044000000000000004,1.1,0.5,1,3-and-D Wing,-0.7459495173703807,-0.9965350205626091
Candace Parker,/wnba/players/p/parkeca01w.html,2021,F-C,23,26.7,13.3,4.0,8.4,1.2,0.8,0.2909,2.044,2.7,0.329,0.18,0.061,1.2,0.244,0.26,2.4,0.75,0,Post Scorer,2.65045085950161,1.2039231837413433
Cheyenne Parker-Tyus,/wnba/players/p/parkech01w.html,2021,F,13,20.8,10.2,1.2,4.5,0.9,1.2,0.2706,1.55,2.2,0.333,0.12,0.049,0.9,0.228,0.10300000000000001,1.3,0.5,2,Stretch Big,1.1408010127899453,-0.263886339235767
Shey Peddy,/wnba/players/p/peddysh01w.html,2021,G,32,17.5,5.4,2.5,2.3,0.1,0.9,0.5435,0.5577,0.8,0.333,0.076,0.052000000000000005,0.1,0.157,0.226,1.0,0.0,3,Floor General,-2.0789593487571367,-0.4745638454900606
Theresa Plaisance,/wnba/players/p/plaisth01w.html,2021,F,31,18.0,6.4,1.4,4.4,0.7,0.8,0.5692,0.5028,0.9,0.302,0.138,0.040999999999999995,0.7,0.20199999999999999,0.13,1.2,0.5,2,Stretch Big,-0.2845165496732565,-1.0569594910237439
Kelsey Plum,/wnba/players/p/plumke01w.html,2021,G,26,25.6,14.8,3.6,2.5,0.0,1.0,0.3894,1.5008,3.5,0.386,0.055,0.019,0.0,0.25,0.223,1.7,0.0,3,Floor General,-1.0938355478786401,2.173272099961342
Aerial Powers,/wnba/players/p/powerae01w.html,2021,G,14,22.1,13.4,2.1,3.6,0.4,0.4,0.2451,1.6668,4.3,0.314,0.099,0.052000000000000005,0.4,0.309,0.166,2.9,0.0,3,Floor General,1.1194411497943628,2.9325760551297915
