player,player_href,season_year,pos,g,mpg,pts_per_g,ast_per_g,trb_per_g,blk_per_g,stl_per_g,three_rate,inside_score,fta_per_g,fg3_pct,treb_pct,oreb_pct,blk_per_g,usg_pct,ast_pct,tov_per_g,pos_encoded,cluster,archetype,pca1,pca2
Emma Meesseman,/wnba/players/m/meessem01w.html,2022,F,36,28.6,12.4,3.8,5.6,0.8,1.4,0.117,2.995,1.5,0.342,0.115,0.076,0.8,0.183,0.215,1.4,0.5,5,Combo Guard,1.7220211688564062,0.05732433673987423
Nikolina Milic,/wnba/players/m/milicni01w.html,2022,F,31,11.7,6.0,0.7,3.0,0.3,0.3,0.1591,1.3244,1.4,0.273,0.14800000000000002,0.152,0.3,0.24,0.11599999999999999,1.4,0.5,2,Stretch Big,2.1262976822341315,-1.2084426935848045
Kelsey Mitchell,/wnba/players/m/mitchke01w.html,2022,G,31,32.6,18.4,4.2,1.9,0.2,0.9,0.3958,1.832,3.9,0.409,0.035,0.015,0.2,0.24600000000000002,0.25,2.4,0.0,3,Floor General,-0.8937053341259051,3.0749163460009785
Tiffany Mitchell,/wnba/players/m/mitchti01w.html,2022,G,34,16.3,6.5,1.2,1.2,0.1,0.8,0.1667,0.9744,1.5,0.387,0.043,0.04,0.1,0.184,0.13,0.9,0.0,3,Floor General,-1.3645909956298807,-0.3201295288534809
Olivia Nelson-Ododa,/wnba/players/n/nelsool01w.html,2022,C,30,14.5,4.0,0.4,3.0,0.8,0.3,0.0,0.896,1.2,,0.125,0.09300000000000001,0.8,0.135,0.04,1.0,1.0,2,Stretch Big,1.812048214222456,-2.8993975214659518
Arike Ogunbowale,/wnba/players/o/ogunbar01w.html,2022,G,30,31.4,19.7,3.6,3.3,0.1,1.5,0.4647,1.768,4.1,0.352,0.063,0.022000000000000002,0.1,0.293,0.22,1.8,0.0,3,Floor General,-0.593174661391462,2.78093378080443
Chiney Ogwumike,/wnba/players/o/ogwumch01w.html,2022,F-C,26,18.4,7.0,1.1,5.5,0.3,0.7,0.1228,1.0787,2.0,0.444,0.182,0.13,0.3,0.196,0.098,1.4,0.75,2,Stretch Big,2.21999846986547,-1.6077718172490196
Nneka Ogwumike,/wnba/players/o/ogwumnn01w.html,2022,F,34,31.4,18.1,2.0,6.6,0.4,1.7,0.1259,3.8123,3.4,0.368,0.129,0.054000000000000006,0.4,0.242,0.125,1.8,0.5,5,Combo Guard,2.381345235995367,1.314425506643675
Michaela Onyenwere,/wnba/players/o/onyenmi01w.html,2022,F,34,13.7,4.7,0.4,2.1,0.2,0.4,0.3947,0.425,1.6,0.3,0.087,0.033,0.2,0.177,0.046,0.7,0.5,1,3-and-D Wing,-0.9131375792296081,-1.6528307867595313
Candace Parker,/wnba/players/p/parkeca01w.html,2022,F-C,32,28.3,13.2,4.5,8.6,1.0,1.0,0.3889,2.0424,2.4,0.311,0.18100000000000002,0.042,1.0,0.23,0.254,2.4,0.75,0,Post Scorer,2.0261271799099214,1.1183922947749318
Cheyenne Parker-Tyus,/wnba/players/p/parkech01w.html,2022,F,36,26.2,11.8,2.0,6.2,0.9,1.0,0.1531,2.5392,2.2,0.218,0.13699999999999998,0.07200000000000001,0.9,0.215,0.14300000000000002,2.0,0.5,0,Post Scorer,2.320339539727501,0.2373813830781263
Shey Peddy,/wnba/players/p/peddysh01w.html,2022,G,34,28.6,9.9,3.4,3.8,0.2,1.6,0.5244,1.03,1.9,0.329,0.078,0.054000000000000006,0.2,0.168,0.205,1.4,0.0,3,Floor General,-1.3609676482246562,0.19504948530442312
Theresa Plaisance,/wnba/players/p/plaisth01w.html,2022,F,31,12.9,4.0,0.5,2.6,0.4,0.3,0.7838,0.1776,0.3,0.348,0.11199999999999999,0.046,0.4,0.156,0.054000000000000006,0.6,0.5,1,3-and-D Wing,-1.5770318671747392,-2.3503923204783423
Kelsey Plum,/wnba/players/p/plumke01w.html,2022,G,36,32.8,20.2,5.1,2.7,0.1,1.0,0.5068,1.8,4.1,0.42,0.046,0.009000000000000001,0.1,0.26,0.26,2.6,0.0,3,Floor General,-1.0438370310606617,3.4782147912861534
Aerial Powers,/wnba/players/p/powerae01w.html,2022,G,35,26.9,14.4,2.9,4.7,0.3,1.2,0.246,1.599,4.6,0.308,0.10099999999999999,0.059000000000000004,0.3,0.285,0.18600000000000003,2.6,0.0,3,Floor General,0.9806060036930959,2.632484252421753
Epiphanny Prince,/wnba/players/p/princep01w.html,2022,G,33,12.3,3.9,1.8,1.0,0.1,0.6,0.4737,0.2478,0.8,0.356,0.045,0.017,0.1,0.168,0.22,0.5,0.0,3,Floor General,-2.8347115122796627,-0.4703663146165623
Allie Quigley,/wnba/players/q/quiglal01w.html,2022,G,34,26.3,11.4,2.9,2.5,0.2,0.7,0.4607,1.1784,2.4,0.355,0.057,0.026000000000000002,0.2,0.195,0.163,1.3,0.0,3,Floor General,-1.477190737780048,0.6175171297512643
DiDi Richards,/wnba/players/r/richadi01w.html,2022,G-F,14,11.1,2.3,1.4,1.7,0.4,0.1,0.3077,0.192,0.7,0.273,0.08900000000000001,0.039,0.4,0.158,0.201,0.9,0.25,1,3-and-D Wing,-1.2709445006164453,-1.103709688090084
Danielle Robinson,/wnba/players/r/robinda01w.html,2022,G,31,23.6,7.4,3.8,2.9,0.2,0.7,0.2,1.165,1.9,0.225,0.071,0.018000000000000002,0.2,0.166,0.276,1.6,0.0,3,Floor General,-1.1625699003775276,0.8237096984574466
Iliana Rupert,/wnba/players/r/ruperil01w.html,2022,C,17,13.1,3.8,0.9,2.3,0.0,0.4,0.6875,0.4128,0.2,0.368,0.098,0.057,0.0,0.129,0.09699999999999999,0.5,1.0,1,3-and-D Wing,-1.353404954595475,-2.79431220970943
Satou Sabally,/wnba/players/s/sabalsa01w.html,2022,F,11,21.7,11.3,2.1,4.8,0.2,0.5,0.4149,1.4476,3.2,0.233,0.134,0.044000000000000004,0.2,0.268,0.17,2.3,0.5,0,Post Scorer,0.8946954833974303,1.3190201118762293
Katie Lou Samuelson,/wnba/players/s/samueka02w.html,2022,F,32,29.5,9.7,1.9,3.0,0.2,1.0,0.5556,0.6368,1.5,0.352,0.062,0.022000000000000002,0.2,0.16399999999999998,0.10400000000000001,1.1,0.5,1,3-and-D Wing,-1.5917074131153175,-0.8931274060051848
Jessica Shepard,/wnba/players/s/shepaje01w.html,2022,F,36,26.1,8.1,3.0,7.4,0.3,0.4,0.1,1.4868,2.6,0.261,0.16399999999999998,0.092,0.3,0.151,0.179,1.7,0.5,5,Combo Guard,1.63649916740528,-0.7290760749427511
Jennie Simms,/wnba/players/s/simmsje01w.html,2022,G,23,13.2,3.4,0.9,2.2,0.0,0.5,0.2963,0.6501,0.8,0.211,0.1,0.051,0.0,0.14400000000000002,0.109,1.0,0.0,3,Floor General,-1.2223190921091198,-1.4350563444042561
Kianna Smith,/wnba/players/s/smithki02w.html,2022,G,11,10.3,2.6,0.5,0.8,0.0,0.4,0.5,0.1765,0.2,0.278,0.049,0.053,0.0,0.16,0.08199999999999999,0.4,0.0,3,Floor General,-2.4328734718346436,-1.8608863338638653
NaLyssa Smith,/wnba/players/s/smithna01w.html,2022,F,32,30.7,13.5,1.4,7.9,0.3,0.5,0.2521,1.6416,3.8,0.381,0.15,0.078,0.3,0.226,0.085,2.4,0.5,5,Combo Guard,1.8298601175630058,0.593732926903646
Azura Stevens,/wnba/players/s/steveaz01w.html,2022,F-C,35,21.9,10.6,0.8,3.9,1.1,0.5,0.3626,1.6585,1.1,0.362,0.106,0.035,1.1,0.214,0.059000000000000004,0.7,0.75,2,Stretch Big,0.80690079232291,-1.30114974718046
Breanna Stewart,/wnba/players/s/stewabr01w.html,2022,F,34,30.9,21.8,2.9,7.6,0.9,1.6,0.327,2.849,5.8,0.379,0.14,0.049,0.9,0.289,0.179,1.3,0.5,5,Combo Guard,2.507017356337749,2.0690775826088843
Kiah Stokes,/wnba/players/s/stokeki01w.html,2022,C,31,15.3,2.3,0.6,4.4,0.8,0.5,0.4,0.3976,0.5,0.208,0.159,0.068,0.8,0.081,0.055999999999999994,0.6,1.0,2,Stretch Big,0.5995171661535538,-3.8736827575156623
Brittney Sykes,/wnba/players/s/sykesbr01w.html,2022,G,32,28.8,12.7,3.7,3.7,0.7,2.0,0.1455,1.9866,3.5,0.269,0.078,0.03,0.7,0.23800000000000002,0.222,2.6,0.0,3,Floor General,0.7038918738774851,2.4267556513883455
Stephanie Talbot,/wnba/players/t/talbost01w.html,2022,F,34,16.1,5.0,1.3,3.1,0.3,0.7,0.5122,0.538,0.7,0.397,0.11199999999999999,0.047,0.3,0.153,0.128,1.1,0.5,1,3-and-D Wing,-1.0032927438020862,-1.4513498467106
Diana Taurasi,/wnba/players/t/tauradi01w.html,2022,G,31,31.0,16.7,3.9,3.4,0.6,0.7,0.6769,0.855,4.6,0.337,0.065,0.01,0.6,0.262,0.22699999999999998,2.7,0.0,3,Floor General,-0.8929763238563176,3.0822773569516544
Alyssa Thomas,/wnba/players/t/thomaal01w.html,2022,F,36,32.1,13.4,6.1,8.2,0.2,1.7,0.0096,2.6156,4.1,0.0,0.155,0.08,0.2,0.20600000000000002,0.301,2.9,0.5,4,Interior Big,2.7785705842968786,1.8088571056294298
Kayla Thornton,/wnba/players/t/thornka01w.html,2022,F,36,29.2,8.0,1.8,5.9,0.6,1.1,0.3621,1.108,2.3,0.325,0.121,0.07200000000000001,0.6,0.121,0.096,1.2,0.5,2,Stretch Big,0.4186585346160499,-1.5527488683776196
Kristi Toliver,/wnba/players/t/tolivkr01w.html,2022,G,11,19.8,5.9,3.1,0.7,0.0,0.4,0.7174,0.2,1.5,0.361,0.022000000000000002,0.0,0.0,0.172,0.23800000000000002,2.3,0.0,3,Floor General,-3.281646600116072,1.3172089315547102
Brianna Turner,/wnba/players/t/turnebr01w.html,2022,F-C,35,33.4,4.3,2.3,6.8,1.6,1.3,0.0,1.1533,0.9,,0.12,0.07,1.6,0.069,0.106,1.4,0.75,2,Stretch Big,1.6784160730598188,-2.5334024383501936
Courtney Vandersloot,/wnba/players/v/vandeco01w.html,2022,G,32,26.5,11.8,6.5,3.9,0.5,1.2,0.2841,1.7325,3.1,0.367,0.087,0.034,0.5,0.221,0.376,2.7,0.0,3,Floor General,-0.13091981688845492,3.048608496328149
Kia Vaughn,/wnba/players/v/vaughki01w.html,2022,C,29,13.8,2.5,0.9,3.2,0.3,0.3,0.0,0.4455,0.4,0.0,0.135,0.086,0.3,0.132,0.098,1.2,1.0,4,Interior Big,1.3528321037595044,-3.137837278841156
Victoria Vivians,/wnba/players/v/viviavi01w.html,2022,G-F,35,26.9,9.8,2.4,3.6,0.3,1.1,0.4206,0.8648,1.8,0.28,0.078,0.027000000000000003,0.3,0.218,0.159,2.1,0.25,1,3-and-D Wing,-0.7657264424798241,0.6872757622417154
Shatori Walker-Kimbrough,/wnba/players/w/walkesh01w.html,2022,G,35,20.1,6.9,1.5,1.8,0.3,1.1,0.3684,0.6525,1.7,0.347,0.054000000000000006,0.017,0.3,0.174,0.12300000000000001,1.1,0.0,3,Floor General,-1.7609098738838938,-0.2333688509602164
Kristy Wallace,/wnba/players/w/wallakr01w.html,2022,G,29,20.8,6.6,2.2,2.3,0.2,0.6,0.4107,0.6104,1.4,0.368,0.066,0.034,0.2,0.165,0.17300000000000001,1.5,0.0,3,Floor General,-1.7370141994451247,-0.0070994525919891496
Erica Wheeler,/wnba/players/w/wheeler01w.html,2022,G,30,26.3,8.4,3.9,3.1,0.1,1.1,0.2609,0.9125,1.4,0.329,0.068,0.027999999999999997,0.1,0.207,0.254,2.5,0.0,3,Floor General,-1.1849932504073997,1.5139138047339575
Sami Whitcomb,/wnba/players/w/whitcsa01w.html,2022,G,35,21.3,6.5,2.3,2.3,0.1,0.7,0.8421,0.182,0.7,0.351,0.064,0.016,0.1,0.16,0.179,1.4,0.0,3,Floor General,-3.150004720512585,-0.17836594339825998
Courtney Williams,/wnba/players/w/willico01w.html,2022,G,34,27.9,11.1,3.3,4.6,0.4,1.0,0.1667,1.8648,1.1,0.338,0.1,0.039,0.4,0.212,0.18899999999999997,1.7,0.0,3,Floor General,-0.07736814401550357,0.6690791262125065
Elizabeth Williams,/wnba/players/w/williel01w.html,2022,C-F,30,14.9,5.4,0.5,3.8,0.6,0.6,0.0,1.1086,1.4,,0.153,0.11800000000000001,0.6,0.185,0.055,0.6,0.75,2,Stretch Big,2.142628660442544,-2.5906087077731645
Gabby Williams,/wnba/players/w/williga01w.html,2022,F,36,25.6,7.5,3.1,5.0,0.4,1.5,0.2794,1.3,1.3,0.257,0.111,0.053,0.4,0.156,0.188,1.4,0.5,5,Combo Guard,0.09748184773432504,-0.7485045923394694
Riquna Williams,/wnba/players/w/williri02w.html,2022,G,21,18.0,6.7,1.2,2.0,0.1,0.4,0.7857,0.22,1.0,0.366,0.062,0.015,0.1,0.157,0.09699999999999999,0.3,0.0,3,Floor General,-3.1407187732749904,-1.258361178529681
Jocelyn Willoughby,/wnba/players/w/willojo01w.html,2022,F-G,11,11.0,2.6,0.4,1.6,0.2,0.5,0.4167,0.3731,0.7,0.273,0.086,0.02,0.2,0.146,0.053,0.8,0.25,1,3-and-D Wing,-1.6364276935737856,-1.8096638797798088
A'ja Wilson,/wnba/players/w/wilsoa01w.html,2022,C,36,30.0,19.5,2.1,9.4,1.9,1.4,0.1597,3.36,5.2,0.373,0.17600000000000002,0.07,1.9,0.273,0.12300000000000001,1.7,1.0,0,Post Scorer,4.910155149437075,1.0923317022366386
Han Xu,/wnba/players/x/xuha01w.html,2022,C,32,16.8,8.5,0.9,3.6,0.7,0.5,0.1594,1.4587,1.5,0.444,0.124,0.084,0.7,0.22699999999999998,0.109,0.7,1.0,2,Stretch Big,1.7045379942373746,-1.4402863311852712
Jackie Young,/wnba/players/y/youngja01w.html,2022,G,34,33.2,15.9,3.9,4.4,0.2,1.4,0.2881,2.0295,3.8,0.431,0.073,0.044000000000000004,0.2,0.19699999999999998,0.184,1.3,0.0,3,Floor General,-0.30567929269550603,1.2464683017574847
Emma Cannon,/wnba/players/c/cannoem01w.html,2022,F,24,13.9,6.8,0.5,3.1,0.1,0.6,0.1667,1.1151,2.0,0.5,0.131,0.07200000000000001,0.1,0.196,0.07400000000000001,0.7,0.5,2,Stretch Big,0.45272616422485645,-1.3030279181197588
Tina Charles,/wnba/players/c/charlti01w.html,2022,C,34,28.9,14.8,2.0,7.3,0.7,0.7,0.252,2.3124,2.4,0.355,0.147,0.059000000000000004,0.7,0.252,0.129,2.1,1.0,2,Stretch Big,2.4400820110271018,0.3658889730138734
Crystal Dangerfield,/wnba/players/d/dangecr01w.html,2022,G,33,21.5,5.5,2.6,2.0,0.1,0.5,0.44,0.5889,1.0,0.324,0.054000000000000006,0.023,0.1,0.136,0.19399999999999998,0.9,0.0,3,Floor General,-2.415713516125744,-0.5758561138992225
AD Durr,/wnba/players/d/durras01w.html,2022,G,25,14.7,7.0,1.2,1.2,0.2,0.4,0.377,0.5835,1.6,0.404,0.047,0.022000000000000002,0.2,0.231,0.151,0.9,0.0,3,Floor General,-1.8323698701400908,0.28754507499706555
Moriah Jefferson,/wnba/players/j/jeffemo01w.html,2022,G,31,26.1,10.4,4.7,2.4,0.1,1.2,0.2976,1.1518,2.1,0.474,0.054000000000000006,0.016,0.1,0.196,0.301,2.2,0.0,3,Floor General,-1.6030842902786497,2.0263966770772956
Evina Westbrook,/wnba/players/w/westbev01w.html,2022,G,20,10.3,2.8,1.2,1.0,0.4,0.4,0.3704,0.364,0.8,0.25,0.057,0.006,0.4,0.16399999999999998,0.17300000000000001,0.8,0.0,3,Floor General,-2.1484420706046126,-0.6333297276524531
Lindsay Allen,/wnba/players/a/allenli01w.html,2023,G,29,24.1,6.2,4.5,2.4,0.1,0.6,0.2143,0.9,1.8,0.206,0.059000000000000004,0.027999999999999997,0.1,0.145,0.293,1.3,0.0,3,Floor General,-1.5486344460352437,0.3809188268682461
Rebecca Allen,/wnba/players/a/allenre01w.html,2023,F-G,40,21.5,6.4,0.9,2.8,1.3,0.9,0.4833,0.696,0.7,0.348,0.079,0.039,1.3,0.151,0.068,0.9,0.25,2,Stretch Big,-0.6402480623198371,-1.6086005172276339
Ariel Atkins,/wnba/players/a/atkinar01w.html,2023,G,27,25.1,11.5,2.3,3.1,0.3,1.2,0.4946,1.1224,2.5,0.339,0.07200000000000001,0.03,0.3,0.213,0.158,1.3,0.0,3,Floor General,-1.184898279181616,0.6623909573810648
Shakira Austin,/wnba/players/a/austish01w.html,2023,F-C,19,23.2,10.0,0.9,7.0,0.9,0.8,0.0,2.05,3.1,,0.17800000000000002,0.075,0.9,0.22399999999999998,0.071,1.8,0.75,0,Post Scorer,3.222017579270294,-0.3979573956917947
Rachel Banham,/wnba/players/b/banhara01w.html,2023,G,32,13.6,5.5,1.7,1.0,0.1,0.3,0.6346,0.186,0.4,0.402,0.043,0.011000000000000001,0.1,0.215,0.21100000000000002,1.1,0.0,3,Floor General,-3.0307115882615636,0.3017052615713114
Kierstan Bell,/wnba/players/b/bellki01w.html,2023,F,36,11.8,3.7,0.5,1.6,0.1,0.4,0.5349,0.4185,0.3,0.244,0.076,0.040999999999999995,0.1,0.182,0.059000000000000004,0.4,0.5,1,3-and-D Wing,-1.5122487164890432,-2.1342589462486936
Grace Berger,/wnba/players/b/bergegr01w.html,2023,G,36,14.6,4.2,1.9,1.6,0.2,0.5,0.2571,0.4851,0.7,0.471,0.065,0.016,0.2,0.15,0.2,1.0,0.0,3,Floor General,-2.1579222655048405,-0.36717637687300353
Morgan Bertsch,/wnba/players/b/bertsmo01w.html,2023,F,28,14.2,4.4,0.7,1.7,0.3,0.4,0.3514,0.5093,0.6,0.444,0.07,0.035,0.3,0.157,0.07400000000000001,1.1,0.5,1,3-and-D Wing,-1.216760039640837,-1.4924411529681554
Monique Billings,/wnba/players/b/billimo01w.html,2023,F,39,16.7,4.8,0.8,5.0,0.3,0.4,0.0233,0.7089,1.6,0.0,0.16699999999999998,0.091,0.3,0.155,0.073,1.0,0.5,4,Interior Big,1.5659626273360234,-2.524855135587648
DeWanna Bonner,/wnba/players/b/bonnede01w.html,2023,G-F,40,30.1,17.4,2.2,5.6,0.6,1.1,0.4161,1.976,4.5,0.329,0.111,0.035,0.6,0.259,0.131,1.5,0.25,5,Combo Guard,0.868071727153313,1.4514081645928836
Aliyah Boston,/wnba/players/b/bostoal01w.html,2023,C-F,40,31.2,14.5,2.2,8.4,1.3,1.3,0.0297,3.3231,3.6,0.4,0.163,0.11900000000000001,1.3,0.19399999999999998,0.127,1.9,0.75,0,Post Scorer,4.216049092770781,0.02671973737439452
Kalani Brown,/wnba/players/b/brownka01w.html,2023,C,32,16.4,7.8,1.0,4.5,0.7,0.2,0.0,1.7752,2.7,0.0,0.155,0.11699999999999999,0.7,0.179,0.099,1.3,1.0,4,Interior Big,3.3850980772472057,-1.9168494172798987
Lexie Brown,/wnba/players/b/brownle02w.html,2023,G,12,30.3,12.4,2.4,2.1,0.3,0.9,0.5806,1.3501,1.3,0.415,0.040999999999999995,0.006,0.3,0.168,0.142,1.3,0.0,3,Floor General,-2.2475160069546574,0.30427166319896093
Rae Burrell,/wnba/players/b/burrera01w.html,2023,G-F,29,11.1,3.6,0.6,1.2,0.1,0.4,0.4375,0.2695,0.7,0.39,0.068,0.047,0.1,0.16699999999999998,0.094,0.5,0.25,1,3-and-D Wing,-1.8206692664705786,-1.641140309162439
Veronica Burton,/wnba/players/b/burtove01w.html,2023,G,40,13.9,2.4,2.2,1.8,0.3,0.7,0.5714,0.0972,0.9,0.271,0.07200000000000001,0.044000000000000004,0.3,0.08900000000000001,0.20800000000000002,0.4,0.0,3,Floor General,-2.5667815295854286,-1.678986670388385
Maya Caldwell,/wnba/players/c/caldwma01w.html,2023,G,30,10.1,1.9,0.6,0.9,0.1,0.3,0.4167,0.237,0.5,0.138,0.054000000000000006,0.035,0.1,0.14800000000000002,0.092,0.7,0.0,3,Floor General,-2.138809575952122,-1.6682671986222948
Jordin Canada,/wnba/players/c/canadjo01w.html,2023,G,38,32.6,13.3,6.0,3.1,0.2,2.3,0.3019,1.3952,4.2,0.333,0.057,0.008,0.2,0.213,0.32,2.7,0.0,3,Floor General,-0.8206047684845329,3.169150891379914
Emma Cannon,/wnba/players/c/cannoem01w.html,2023,F,30,10.5,5.8,0.5,3.1,0.1,0.1,0.2444,0.768,1.5,0.382,0.182,0.091,0.1,0.266,0.081,1.1,0.5,2,Stretch Big,1.2213854083997417,-1.0532735083202236
Bridget Carleton,/wnba/players/c/carlebr01w.html,2023,F,38,15.1,3.2,0.9,2.3,0.1,0.3,0.7419,0.1101,0.4,0.337,0.09,0.039,0.1,0.11199999999999999,0.09,0.4,0.5,1,3-and-D Wing,-2.2926010666308607,-2.5459374060830906
DiJonai Carrington,/wnba/players/c/carridi01w.html,2023,G-F,32,17.2,8.3,1.3,2.9,0.1,0.6,0.2714,0.957,2.3,0.371,0.1,0.059000000000000004,0.1,0.24100000000000002,0.129,1.1,0.25,2,Stretch Big,-0.13299859111650109,-0.010774464958728169
Layshia Clarendon,/wnba/players/c/clarela01w.html,2023,G,24,28.6,11.1,3.4,3.0,0.0,1.1,0.2375,1.581,2.5,0.457,0.064,0.039,0.0,0.182,0.21,2.3,0.0,3,Floor General,-0.8549317959891766,1.5093635608128055
Alysha Clark,/wnba/players/c/clarkal01w.html,2023,F,39,22.5,6.7,1.1,3.4,0.2,0.6,0.6415,0.548,0.8,0.386,0.08800000000000001,0.03,0.2,0.127,0.065,0.7,0.5,1,3-and-D Wing,-1.7840265010986551,-2.0085305415992374
Natasha Cloud,/wnba/players/c/cloudna01w.html,2023,G,37,32.4,12.7,6.2,3.7,0.3,1.1,0.3832,1.1928,3.8,0.298,0.068,0.008,0.3,0.21,0.32,2.6,0.0,3,Floor General,-0.9399498247702426,2.840752573156244
Nia Coffey,/wnba/players/c/coffeni01w.html,2023,F,31,21.9,6.9,1.5,4.8,1.2,0.5,0.4194,0.728,0.8,0.402,0.124,0.025,1.2,0.159,0.11599999999999999,1.4,0.5,2,Stretch Big,-0.04547755278225952,-1.13732886861326
Napheesa Collier,/wnba/players/c/collina01w.html,2023,F,37,33.5,21.5,2.5,8.5,1.2,1.6,0.1867,3.7417,5.4,0.298,0.147,0.066,1.2,0.289,0.155,2.4,0.5,0,Post Scorer,3.895336691111685,2.5605663107797136
Zia Cooke,/wnba/players/c/cookezi01w.html,2023,G,39,14.1,4.8,0.8,0.9,0.3,0.3,0.3103,0.3612,1.2,0.261,0.040999999999999995,0.021,0.3,0.22899999999999998,0.096,0.7,0.0,3,Floor General,-1.692467299922084,-0.4712669751088462
Kahleah Copper,/wnba/players/c/coppeka01w.html,2023,G-F,38,31.2,18.7,2.0,4.4,0.3,0.9,0.2922,2.3766,4.0,0.404,0.083,0.024,0.3,0.282,0.12,2.5,0.25,5,Combo Guard,0.7806466987582039,2.4918210680829933
Sophie Cunningham,/wnba/players/c/cunniso01w.html,2023,G,31,29.0,11.3,2.1,2.8,0.4,0.6,0.6322,0.9282,2.6,0.337,0.061,0.024,0.4,0.182,0.124,1.5,0.0,3,Floor General,-1.6051671108614203,0.42087939400050545
Crystal Dangerfield,/wnba/players/d/dangecr01w.html,2023,G,35,27.8,8.2,3.1,2.9,0.2,0.9,0.3375,1.2792,0.8,0.29,0.059000000000000004,0.031,0.2,0.14400000000000002,0.162,1.2,0.0,3,Floor General,-1.5929774717548215,-0.4552358306751416
Elena Delle Donne,/wnba/players/d/delleel01w.html,2023,F-G,23,27.5,16.7,2.1,5.4,0.9,0.8,0.2126,2.5959,3.5,0.393,0.11599999999999999,0.036000000000000004,0.9,0.259,0.156,1.3,0.25,5,Combo Guard,1.459918602569268,1.3338535257923154
Ivana Dojkić,/wnba/players/d/dojkiiv01w.html,2023,G,23,20.0,6.5,2.8,1.7,0.2,0.8,0.4615,0.4301,1.9,0.418,0.049,0.01,0.2,0.166,0.239,1.5,0.0,3,Floor General,-2.3788215146915346,0.7288025801945353
Stefanie Dolson,/wnba/players/d/dolsost01w.html,2023,C,23,11.9,4.0,1.2,2.0,0.3,0.0,0.3667,0.548,0.6,0.462,0.094,0.057,0.3,0.155,0.14800000000000002,0.9,1.0,1,3-and-D Wing,-0.4258834707229984,-1.8707409323772957
AD Durr,/wnba/players/d/durras01w.html,2023,G,36,10.9,4.8,0.7,1.1,0.1,0.3,0.3556,0.4956,1.1,0.322,0.054000000000000006,0.009000000000000001,0.1,0.23199999999999998,0.111,0.8,0.0,3,Floor General,-1.961352188667376,-0.16055940895834567
Dana Evans,/wnba/players/e/evansda02w.html,2023,G,39,21.5,9.0,3.0,1.2,0.1,0.7,0.4458,0.7847,2.3,0.294,0.033,0.01,0.1,0.225,0.226,1.6,0.0,3,Floor General,-1.9697417336770038,1.4049881523774503
Dulcy Fankam Mendjiadeu,/wnba/players/f/fankadu01w.html,2023,F-C,34,13.8,3.9,0.4,4.4,0.3,0.4,0.0,0.8448,1.2,0.0,0.18,0.138,0.3,0.145,0.044000000000000004,0.9,0.75,4,Interior Big,2.474695895308108,-3.4942726959235584
Cyesha Goree,/wnba/players/g/goreecy01w.html,2023,F,10,11.6,3.9,0.1,1.2,0.1,0.3,0.4375,0.8004,0.7,0.214,0.061,0.069,0.1,0.154,0.015,0.4,0.5,1,3-and-D Wing,-0.9457377439284647,-2.582097730923974
Allisha Gray,/wnba/players/g/grayal01w.html,2023,G,38,32.7,17.1,3.1,4.9,0.4,1.1,0.25,2.3547,5.4,0.356,0.084,0.042,0.4,0.222,0.17300000000000001,1.9,0.0,3,Floor General,0.7488799059935454,2.2312027165637294
Chelsea Gray,/wnba/players/g/graych01w.html,2023,G,40,32.2,15.3,7.3,4.0,0.6,1.4,0.3304,2.096,2.7,0.421,0.071,0.011000000000000001,0.6,0.212,0.34,2.5,0.0,3,Floor General,-0.5372400171479913,2.93295728376797
Brittney Griner,/wnba/players/g/grinebr01w.html,2023,C,31,27.6,17.5,2.2,6.3,1.6,0.5,0.0238,3.997,4.4,0.111,0.141,0.057,1.6,0.282,0.17600000000000002,2.1,1.0,0,Post Scorer,4.847491931082507,1.6384958946812471
Megan Gustafson,/wnba/players/g/gustame01w.html,2023,C,34,15.1,7.9,0.7,3.9,0.4,0.4,0.2281,1.4976,1.8,0.349,0.158,0.114,0.4,0.235,0.095,1.1,1.0,2,Stretch Big,2.288483127713096,-1.4791200385515477
Dearica Hamby,/wnba/players/h/hambyde01w.html,2023,F,40,24.8,8.9,1.8,5.9,0.3,0.9,0.1299,1.4384,3.2,0.22,0.14400000000000002,0.06,0.3,0.19399999999999998,0.125,1.5,0.5,5,Combo Guard,1.3789823692263161,-0.3476638942171044
Tyasha Harris,/wnba/players/h/harrity01w.html,2023,G,40,16.7,5.8,1.7,0.9,0.1,0.7,0.4038,0.4608,0.6,0.464,0.03,0.009000000000000001,0.1,0.177,0.165,1.0,0.0,3,Floor General,-2.76828966563938,-0.1345851668174177
Tianna Hawkins,/wnba/players/h/hawkiti01w.html,2023,F,40,23.1,8.2,1.4,5.0,0.4,0.8,0.3333,1.4175,1.3,0.333,0.127,0.075,0.4,0.166,0.105,1.2,0.5,2,Stretch Big,0.4915078311292299,-1.3203765455184109
Tiffany Hayes,/wnba/players/h/hayesti01w.html,2023,G,40,27.1,12.1,2.6,3.0,0.1,0.9,0.375,1.623,3.2,0.366,0.066,0.042,0.1,0.195,0.16399999999999998,1.4,0.0,3,Floor General,-0.8019616610035799,0.899252306896449
Natisha Hiedeman,/wnba/players/h/hiedena01w.html,2023,G,40,26.7,8.5,2.7,2.1,0.1,0.9,0.5063,0.6688,1.2,0.366,0.047,0.009000000000000001,0.1,0.16699999999999998,0.157,1.4,0.0,3,Floor General,-2.4443586319063577,0.10033216949510877
